id,age_limit,pegi_tags
376680,null,
625960,null,
1067850,null,
462770,m,Fantasy| Violence| Tobacco| Reference| Mild| Language| Use| of| Alcohol
282140,m,Violence| BloodNudity| Strong| Language
1125330,null,
1239450,null,
1157550,m,Language| Violence
304212,null,
602520,null,
212070,null,
333640,null,
350080,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
925580,null,
251150,null,
246840,null,
550470,null,
785300,m,Blood| Use| of| Tobacco| Violence
1135960,null,
539470,null,
748490,m,Blood| LanguageSuggestive| Themes| Use| of| Alcohol| and| Tobacco| Violence
1211020,null,
1053680,null,
584400,m,Mild| Cartoon| Violence
447530,null,
335670,m,Drugs| AlcoholSexual| themesViolence| LanguageDisturbing| Images
1270540,m,Drug| Reference| LanguageMild| Violence| Suggestive| Themes
554620,m,Violence| Sexual| Themes| Strong| Language| Use| of| Drugs| and| Alcohol| Blood
1324000,null,
1092880,m,Crude| Humor| Fantasy| Violence
994280,null,
40960,null,
311560,m,Blood| Strong| Language| Violence
273110,null,
1018800,null,
1253990,m,Drug| Reference| LanguageMild| Violence| Suggestive| Themes
626690,m,Mild| Language| Suggestive| Themes| Violence
537800,null,
404013,m,"Mild| Blood,| Mild| Language,| Violence"
793460,null,
588030,null,
925940,null,
40980,m,Violence| Alcohol| Reference
843380,null,
1051200,m,Blood| and| Gore| Drug| Reference| Mature| Humor| Strong| Language| Violence
449610,m,Fantasy| Violence| Use| of| Alcohol
1235722,m,Violence| Sexual| Themes| Crude| Humor
217200,m,Violence
1024010,null,
420110,null,
1151170,null,
12200,m,Animated| Blood| Crude| Humor| LanguageSexual| Themes| Use| of| Alcohol| and| Tobacco| Violence
252530,null,
909660,null,
564310,null,
1353520,m,Fantasy| Violence
1347751,null,
41700,null,
250760,m,Mild| Fantasy| Violence| Use| of| Alcohol
16450,m,"Blood| and| Gore,| Intense| Violence,| Partial| Nudity,| Sexual| Themes,| Strong| Language"
1184411,null,
15100,m,Violence| Strong| Language| Blood
1236720,null,
885000,null,
613880,m,Online| Interactions| not| Rated
899440,m,Blood| Mild| Language| Suggestive| Themes| ViolenceUsers| Interact
965480,null,
1286710,null,
390560,null,
940220,m,Fantasy| Violence| Alcohol| and| Tobacco| Reference
232890,m,Alcohol| Reference| BloodViolence
1301740,m,Language| ViolenceInteractive| Elements| Users| Interact
873840,null,
730830,m,Comic| Mischief| Suggestive| Themes| Use| of| Alcohol| and| Tobacco
1096570,null,
1125020,m,Blood| Mild| Sexual| Themes| Mild| Violence| Strong| Language
442070,m,Suggestive| Themes| Users| Interact
345800,m,Alcohol| Reference| Blood| and| Gore| Mild| Language| Partial| Nudity| Suggestive| Themes| Violence
566540,m,Partial| Nudity| Sexual| Themes| Strong| Language| Violence
712640,null,
205610,m,Alcohol| and| Tobacco| Reference| Mild| Blood| Mild| Language| Mild| Violence
254320,null,
599080,m,Sexual| Themes| BloodDrug| Reference| ViolenceStrong| Language
553520,null,
323850,null,
1285670,null,
1022850,null,
1379130,null,
763890,null,
33229,m,Blood| Drug| Reference| Intense| Violence| Sexual| Themes| Strong| Language
445190,null,
600480,null,
249130,m,Cartoon| Violence
456750,null,
1103860,null,
1080550,null,
968970,null,
442080,null,
48190,m,Blood| Sexual| Themes| Strong| Language| Violence
238010,m,"Blood,| Drug| Reference,| Intense| Violence,| Sexual| Themes,| Strong| Language,| Use| of| Alcohol"
321960,m,Blood| and| Gore| Fantasy| Violence| Mild| Language
1084680,null,
1203630,null,
868520,m,Intense| Violence| Blood| and| Gore| Sexual| Themes| Strong| Language
1250,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Strong| Language
1144646,m,Mild| Language| Suggestive| Themes| ViolenceInteractive| Elements| In-Game| Purchases
209100,m,Blood| and| Gore| Intense| Violence| Strong| Language
1032370,null,
461430,null,
1074420,m,Intense| Violence| Blood| and| Gore| Drug| Reference| Strong| Language
403120,null,
867290,null,
274190,m,Violence| Blood| and| Gore
494150,null,
920690,null,
1148590,m,Blood| and| Gore| Violence
6000,m,Blood| and| Gore| ViolenceOnline| Interactions| Not| Rated| by| the| ESRB
428660,m,Fantasy| Violence| Mild| Blood
744950,m,Intense| Violence| BloodStrong| Language
385970,m,Animated| Blood| Mild| Language| Use| of| Alcohol| and| Tobacco
1061350,m,Mild| Violence| Crude| Humor
679900,null,
901735,m,Blood| ViolenceAlcohol| Reference| Mild| Language
380,null,
615120,null,
209160,m,"Blood,| Drug| Reference,| Intense| Violence,| Strong| Language"
846470,null,
208200,m,Blood| and| Gore| Intense| Violence
466300,null,
1351010,null,
641780,null,
243470,m,Blood| Intense| Violence| NudityStrong| Language| Strong| Sexual| Content| Use| of| Drugs| and| Alcohol
630940,m,"Mild| Blood,| Violence"
268420,null,
964570,null,
1009821,null,
1235720,m,Violence| Sexual| Themes| Crude| Humor
696220,null,
230190,null,
1415510,null,
1225140,m,Blood| and| Gore| Violence
252110,m,Fantasy| Violence
9420,m,Fantasy| Violence| Language
1237980,m,Violence
556180,null,
388090,null,
329050,m,Violence| BloodSexual| Themes| Partial| Nudity| Language
367450,null,
840260,null,
928600,null,
226840,m,Violence| BloodSexual| Themes| Partial| Nudity
860950,m,"Blood| and| Gore,| Strong| Language,| Violence"
620610,null,
321800,null,
510500,null,
999260,m,Blood| and| Gore| Intense| Violence
702540,m,Violence| BloodSexual| Themes| Partial| Nudity| Language
886900,null,
40970,m,Violence| Mild| Blood| Mild| Language| Alcohol| Reference| Online| Rating| Notice
325724,m,Blood| and| Gore| Intense| Violence| Strong| Language
1168680,null,
1198460,null,
847370,m,Blood| and| Gore| Drug| Reference| Sexual| Themes| ViolenceStrong| Language
245620,null,
1373220,null,
1215050,null,
422810,null,
509580,m,Violent| References| Mild| Language
382900,m,Violence| Sexual| Themes| Partial| Nudity| Mild| Language
40100,m,Fantasy| Violence
1026680,m,Mild| Blood| Mild| Language| Suggestive| Themes| Use| of| Alcohol| Violence
1131240,null,
714120,null,
1163770,null,
1199030,null,
937892,m,"Blood| and| Gore,| Intense| Violence,| Sexual| Themes,| Strong| Language,Interactive| elements:| In-Game| Purchases"
529180,m,Blood| ViolenceSuggestive| Themes| Use| of| Alcohol
703860,null,
797430,null,
756010,m,Fantasy| Violence| Interactive| Elements| Users| Interact
1232420,null,
12110,m,Blood| and| Gore| Strong| Language| Strong| Sexual| Content| Violence
765870,null,
1170970,null,
495160,m,"Blood,| Language,| Suggestive| Themes,| Violence"
1031140,null,
574980,null,
2100,m,Blood| and| Gore| Intense| Violence| LanguagePartial| Nudity
253430,null,
674520,null,
1122720,m,Fantasy| Violence
1000030,m,Use| of| Alcohol| Fantasy| Violence
1172860,null,
400940,null,
1238080,m,Mild| Suggestive| Themes| Mild| Violence
420,null,
720250,null,
1104660,null,
1281170,null,
404010,m,"Mild| Blood,| Mild| Language,| Violence"
1303182,m,Blood| LanguagePartial| Nudity| Sexual| Themes| Use| of| Drugs| Violence
1380390,null,
368070,null,
6020,m,Violence
1120810,null,
1257360,null,
603850,null,
962750,null,
17330,m,Blood| Strong| Language| Violence
1040070,null,
1262600,m,Mild| Violence
38410,m,"Blood| and| Gore,| Strong| Language"
868280,null,
606800,null,
1092660,m,Intense| Violence| LanguageBlood
1212090,m,Alcohol| Reference| Fantasy| Violence| Blood
558990,m,Violent| References| Suggestive| Themes| Alcohol| Reference| Mild| Language
995860,null,
329010,null,
384190,m,Mild| Fantasy| Violence
251290,null,
904960,null,
25000,null,
215001,null,
327140,null,
347990,null,
331600,m,"Violence,| Suggestive| Themes,| Mild| Language,| Crude| Humor,| Use| of| Tobacco"
235900,null,
977950,null,
1293820,null,
830451,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language
1194930,null,
32500,m,Violence
460790,m,"Blood| and| Gore,| Intense| Violence,| Partial| Nudity,| Strong| Language,| Suggestive| Themes"
230330,m,"Animated| Blood,| Mild| Language,| Mild| Suggestive| Themes| and| Violence,| Online| Rating| Notice."
239160,m,"Blood,| Nudity,| Strong| Language,| Strong| Sexual| Content,| Use| of| Drugs,| and| Violence"
236430,m,"Blood| and| Gore,| Mild| Language,| Partial| Nudity,| Violence"
552080,null,
45770,m,Blood| and| Gore| Intense| Violence| LanguagePartial| Nudity| Use| of| Tobacco| Sexual| Themes| Use| of| Alcohol
821090,m,Mild| Violence| Crude| Humor
107100,m,Animated| Blood| Fantasy| Violence| Use| of| Alcohol| and| Tobacco
307110,null,
504370,null,
242680,m,Fantasy| Violence| Mild| Blood| Mild| Language
1084820,null,
673610,null,
480650,m,Fantasy| Violence| Mild| Blood| Suggestive| Themes
1055990,null,
849260,m,Blood| and| Gore| Intense| Violence| Strong| Language
17410,m,Blood| LanguageViolence
238210,m,"Animated| Blood| and| Gore,| Animated| Violence."
962580,null,
444640,null,
292982,null,
1047180,null,
956030,null,
375910,m,Alcohol| Reference| LanguageMild| Violence
42718,m,Blood| and| Gore| Intense| Violence| Strong| Language
234670,m,Blood| ViolenceOnline| Interactions
486570,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
327280,null,
1029630,null,
99910,null,
1315200,m,Blood| Violence
572410,null,
373930,m,Blood| LanguageMild| Sexual| Themes| Violence
42716,m,Blood| and| Gore| Intense| Violence| Strong| Language
567990,m,Intense| Violence| Blood| and| Gore| NudityDrug| Reference| Strong| Language
257510,null,
223594,null,
914800,m,"Language,| Sexual| Themes,| Use| of| Tobacco"
248390,null,
1010750,null,
1318090,null,
1163040,null,
1218280,null,
311240,null,
1184770,null,
283640,m,Blood| and| Gore| Partial| Nudity| Violence
315200,null,
1028430,m,Mild| Blood| Violence
813630,null,
304530,m,Blood| Drug| Reference| Sexual| Themes| ViolenceStrong| Language
978520,null,
352400,m,Cartoon| Violence| Crude| Humor
410320,null,
277590,m,Blood| Sexual| Themes| Strong| Language| Use| of| Alcohol| Violence
710490,m,Mild| Violence| Crude| Humor
1170760,null,
768830,m,Mild| Violence| Crude| Humor
995780,m,Mild| Violence| Crude| Humor
250320,m,Intense| Violence| Blood| and| Gore| Sexual| Themes| Partial| Nudity| Drug| Reference| Strong| Language| Use| of| Alcohol| and| Tobacco
1216710,null,
219890,null,
15620,m,Blood| and| Gore| Violence
332310,m,Cartoon| Violence
911400,m,"Blood,| Intense| Violence,| Sexual| Themes,| Strong| Language"
310560,null,
13570,m,Blood| Strong| Language| Violence
42910,m,Blood| and| Gore| LanguageViolence
1022450,null,
281610,m,Fantasy| Violence
744900,null,
1310510,null,
1336060,null,
1227780,null,
300380,null,
1015930,null,
1300710,m,Blood| and| Gore| Intense| Violence| Strong| Language
1179710,m,"Mild| Blood,| Violence"
1308183,null,
1329510,null,
298630,null,
1308182,null,
1235730,m,Violence| Sexual| Themes| Crude| Humor
525040,m,"Mild| Fantasy| Violence,Use| of| Alcohol| and| Tobacco"
591740,null,
9450,m,Blood| and| Gore| Violence
474960,m,Blood| Intense| Violence| Strong| Language
465240,null,
337360,m,Violence| Blood| and| Gore| Drug| Reference
548421,null,
282900,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
503580,null,
896160,null,
342940,null,
790850,null,
337150,null,
979120,null,
1138190,m,Simulated| Gambling| Use| of| Alcohol| and| Tobacco
280,null,
1089620,m,Violence
588190,null,
205710,m,suggestive| themesuse| of| Alcoholviolence| Blood| &| gore
992910,null,
425580,null,
9350,m,Fantasy| Violence| Mild| Language| Comic| Mischief
1181830,null,
785740,m,Blood| and| Gore| Intense| Violence| Sexual| Content| Strong| Language| Use| of| Drugs
1178490,null,
324800,m,Intense| Violence| Blood| and| Gore| Suggestive| Themes| NudityDrug| Reference| Strong| Language
760060,null,
65540,null,
1067540,null,
1288000,null,
646270,null,
422400,null,
249230,null,
949081,m,Fantasy| Violence| Mild| Suggestive| Themes
409590,null,
233270,m,Violence| BloodSexual| Content| NudityStrong| Language
1235140,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Alcohol
555880,null,
203778,null,
558244,null,
606150,null,
858210,null,
1000410,null,
1273710,null,
341940,m,-| Intense| Violence-| Blood| and| Gore-| Strong| Language
1317160,null,
991260,m,Blood| and| Gore| Intense| Violence| LanguageSuggestive| Themes| Use| of| Alcohol
310031,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
443000,null,
346940,null,
977610,m,Language| Mild| Blood| Partial| Nudity| Violence
895490,m,Blood| ViolenceSexual| Themes| Drug| Reference| Strong| Language
441600,null,
593600,m,Crude| Humor| Fantasy| Violence| Mild| Blood
262410,null,
1232256,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
246580,null,
291860,m,Violence| BloodCrude| Humor
222880,null,
1128000,null,
1225560,m,Mild| Fantasy| Violence
438640,m,Cartoon| Violence| Crude| Humor| Mild| Language
1255151,null,
427100,null,
362680,m,Violence| BloodPartial| Nudity
1179450,m,Mild| Violence
493190,null,
813420,m,Fantasy| Violence| Mild| Suggestive| Themes
374300,null,
562860,null,
1088790,null,
598190,m,Fantasy| Violence| Mild| Blood
1194840,null,
954060,null,
2630,m,Blood| Mild| Language| Violence
596970,null,
1033890,m,"Blood| and| Gore,| Intense| Violence,| Nudity,| Strong| Language,| Strong| Sexual| Content,| Use| of| Alcohol"
986850,m,"Mild| Blood,| Violence"
41000,m,Blood| and| Gore| Violence
591710,null,
515710,null,
622220,m,Fantasy| Violence| LanguageSuggestive| Themes
231200,m,Language| Use| of| Drugs
47893,m,Crude| Humor| Sexual| Themes| Violence
1252750,m,"Mild| Blood,| Violence"
814370,null,
895491,m,Blood| Partial| Nudity| Sexual| Content| Strong| Language| Use| of| Drugs| and| Alcohol| Violence
949080,m,Fantasy| Violence| Mild| Suggestive| Themes
227260,null,
947930,null,
1184410,null,
691690,m,Violence| BloodMild| Language| Use| of| Alcohol
356400,null,
698640,null,
71340,m,Cartoon| Violence
1056570,null,
235540,m,"Intense| Violence,| Blood| and| Gore,| Alcohol| Reference"
1267509,null,
1232570,m,Fantasy| Violence
557600,null,
1248430,m,Cartoon| Violence| Mild| Language| Mild| Suggestive| Themes| Interactive| Elements| Users| Interact| In-Game| Purchases
443810,null,
1043390,null,
766870,m,"Mild| Blood,| Violence"
587220,null,
1067590,null,
675590,null,
589590,null,
259680,null,
1161880,null,
379210,null,
783770,null,
926580,null,
8850,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language
1144020,null,
487000,null,
38400,m,Blood| and| Gore
604500,null,
538020,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
815780,null,
1058830,null,
394320,null,
996770,null,
404430,null,
911930,null,
218680,m,Cartoon| Violence| Comic| Mischief
487210,null,
461870,null,
1183470,null,
334310,null,
1057750,null,
946050,null,
551860,null,
753590,null,
63610,null,
233720,null,
895493,m,Blood| ViolenceSexual| Themes| Drug| Reference| Strong| Language
1129310,null,
803381,m,Violence
1188680,null,
363970,null,
671510,null,
257850,m,Violence| Blood
541200,null,
311730,m,Partial| Nudity| Sexual| Themes| Violence
227310,null,
9010,m,Blood| and| Gore| Violence
1229420,null,
531130,null,
503560,null,
498870,m,Fantasy| Violence| Interactive| Elements| Users| Interact
113200,null,
813410,m,Fantasy| Violence| Mild| Suggestive| Themes
440310,null,
1104290,null,
201870,m,Blood| LanguageMild| Sexual| Themes| Violence
955900,null,
1378290,null,
727130,null,
809230,null,
738540,m,Alcohol| Reference| BloodFantasy| Violence| Mild| Language| Simulated| Gambling| Suggestive| Themes
1162520,null,
1013310,m,"Blood,| Drug| reference,| Strong| language,| Violence"
204120,m,Cartoon| Violence| Comic| Mischief
502800,null,
1235746,m,Violence| Sexual| Themes| Crude| Humor
479130,null,
115320,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Sexual| Themes| Strong| Language
675260,m,Violence| Mild| Language| Blood| and| Gore
63650,null,
287630,null,
280680,null,
393010,null,
1295800,null,
1176870,null,
397060,m,Alcohol| Reference| Mild| Fantasy| Violence
1069760,null,
552620,null,
35450,m,Blood| and| Gore| Strong| Language| Violence
257030,m,"Language,| Violence"
423630,null,
19900,m,Blood| Drug| Reference| Intense| Violence| Sexual| Themes| Strong| Language
378648,m,Blood| and| Gore| Intense| Violence| NudityStrong| Language| Strong| Sexual| Content| Use| of| Alcohol
342560,null,
979640,null,
1216320,null,
3480,null,
1307600,null,
1121420,m,Blood| Violence
622450,m,"Mild| Blood,| Violence"
999020,null,
460120,m,Fantasy| Violence;| Language;| Partial| Nudity;| Suggestive| Themes
209650,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language
530780,null,
1191630,null,
282470,null,
383840,null,
694880,null,
936720,null,
40300,null,
987050,null,
467980,null,
1353170,null,
367270,null,
1196150,m,"Animated| blood,| Crude| Humor| Interactive| Elements| Users| Interact"
1096410,null,
1114220,null,
985950,null,
1265620,null,
1235743,m,Violence| Sexual| Themes| Crude| Humor
871530,null,
733790,null,
285160,m,Cartoon| Violence| Comic| Mischief
356040,m,Violence| BloodLanguage| Crude| Humor
40990,m,Blood| Violence
438040,m,Mild| Cartoon| Violence| LanguageComic| Mischief| Alcohol| Reference
645400,m,Drug| Reference| LanguageMild| Violence| Suggestive| Themes
1076850,m,"Mild| Blood,| Violence"
1186560,null,
850010,null,
899310,null,
22600,m,Mild| Cartoon| Violence
986800,m,Language
495480,null,
63660,null,
354140,null,
1348140,null,
550650,null,
1264170,m,Blood| Strong| Language| Violence
1028270,m,"Mild| Blood,| Violence"
795630,null,
518060,null,
352000,m,Blood| and| Gore| Intense| Violence| Strong| Language
113400,m,Blood| Drug| Reference| Sexual| Themes| Strong| Language| Violence
951650,null,
891230,m,Mild| Violence| Crude| Humor
1282960,null,
714010,null,
790710,null,
1324140,null,
529590,m,Fantasy| Violence
953660,m,Mild| Violence| Crude| Humor
1198960,null,
1275890,null,
269770,null,
55140,null,
1366091,null,
715950,null,
433730,null,
1255150,null,
312980,null,
802870,null,
564530,m,Mild| Animated| Violence
306020,null,
456670,null,
1228530,m,Blood| and| Gore| Violence
717490,null,
1300210,null,
1015030,null,
1041460,m,Blood| ViolencePartial| Nudity
1222800,m,Fantasy| Violence| Suggestive| Themes
743890,m,Blood| Cartoon| Violence| Mild| Suggestive| Themes
736190,null,
473690,m,Violence
1300211,null,
366660,null,
591800,m,Blood| and| Gore| Intense| Violence
1149440,null,
1195460,null,
895492,m,Blood| ViolenceMild| Sexual| Themes| Drug| Reference| Use| of| Tobacco| Strong| Language
300550,null,
605230,null,
1156250,null,
249050,m,Fantasy| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
498240,m,Violence| Blood| and| Gore| LanguageSexual| Themes| Use| of| Drugs
488060,m,"Blood,Violence"
306760,m,Fantasy| Violence| Mild| Language
1094520,null,
315151,null,
1194120,null,
45760,m,Alcohol| Reference| Mild| Language| Suggestive| Themes| Violence
324080,null,
303690,null,
339480,null,
49540,m,Blood| &| Gore| Strong| Language| Intense| Violence
243970,null,
253250,null,
506971,m,Blood| Violence
286000,m,Violence| BloodCrude| Humor| Use| of| Alcohol
300870,null,
607050,m,Fantasy| Violence
512033,m,Drug| Reference| LanguageMild| Violence| Suggestive| Themes
528740,null,
1368210,null,
907370,null,
15120,m,Blood| Intense| Violence| Strong| Language
368620,m,Fantasy| Violence| Sexual| Themes| Mild| Language
719670,m,Violence
551880,m,Moderate| violence
321300,null,
541300,null,
1148020,null,
690510,m,Violence| BloodAlcohol| and| Tobacco| Reference
488310,null,
261050,null,
13210,m,Blood| and| Gore| Intense| Violence| Strong| Language
1078920,null,
1034720,null,
992070,null,
548420,null,
248170,null,
206440,null,
841370,null,
1182920,null,
220700,null,
334540,null,
1052530,m,"Blood| and| Gore,| Intense| Violence,| Nudity,| Strong| Language,| Strong| Sexual| Content,| Use| of| Alcohol"
559330,m,Language
968790,m,Mild| Suggestive| Themes| Use| of| Alcohol| Violence
12140,m,Blood| Violence
47898,m,Crude| Humor| Sexual| Themes| Violence
644390,null,
21000,m,Cartoon| Violence
436320,m,Violence| BloodLanguage
365450,m,Drug| Reference| Language
754921,null,
465200,m,Violence| Blood| and| Gore
26800,m,Language| Mild| Cartoon| Violence
1042800,null,
792520,null,
1269810,null,
1375360,null,
965680,m,Fantasy| Violence
1111940,m,Sexual| Themes
271240,null,
900270,m,Blood| LanguageSexual| Themes| Violence
1129050,null,
1100260,null,
435870,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language,| Use| of| Drugs"
1263370,null,
1218740,null,
358150,null,
238090,null,
306460,null,
973910,null,
40390,m,Blood| Strong| Language| Use| of| Alcohol| Violence
1282350,m,Drug| Reference| Mild| Language| ViolenceInteractive| Elements| In-Game| Purchases| Users| Interact
627510,m,Intense| Violence| LanguageBlood| and| Gore
849261,m,Blood| and| Gore| Intense| Violence| Strong| Language
665360,null,
356500,m,Violence
732240,null,
16867,m,Drug| Reference| Mild| Language| Mild| Violence| Online| Interactions| and| Music| Downloads| Not| Rated| by| the| ESRB
208110,null,
1046050,null,
1255152,null,
1307440,null,
678900,null,
466170,null,
1108410,m,"Mild| Blood,| Violence"
446800,null,
71250,m,Violence
573410,null,
1025440,null,
1107790,null,
812870,m,Fantasy| Violence
833090,null,
1106530,null,
618740,null,
224180,m,Blood| and| Gore| Intense| Violence| LanguageSexual| Themes| Use| of| Alcohol
423580,null,
486780,null,
794600,m,Blood| and| Gore| NudityStrong| Language| Use| of| Drugs
1298590,null,
4580,m,Blood| and| Gore| Violence
1289310,null,
1104450,null,
543870,m,"Cartoon| Violence,| Mild| Blood,| Mild| Language,| Mild| Suggestive| Themes"
1222300,null,
327070,null,
338160,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
977400,null,
722060,null,
567670,null,
212480,null,
205950,m,"Lyrics,| Mild| Violence"
991780,null,
1062830,m,Alcohol| Reference| Comic| Mischief| Mild| Violence
322110,null,
436670,null,
1011940,null,
418340,m,Violence
1032430,null,
355950,m,"Blood,Violence"
862800,null,
1144970,null,
261030,m,Blood| and| Gore| Intense| Violence| Strong| Language| Suggestive| Themes| Use| of| Alcohol| and| Tobacco
1034850,null,
982590,null,
911430,null,
1233060,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
725480,null,
1285810,m,Fantasy| Violence| Mild| Blood| Use| of| Alcohol| and| Tobacco
1280370,null,
3320,m,Animated| Blood| Mild| Cartoon| Violence| Suggestive| Themes
914260,null,
362620,null,
721340,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
322520,m,Violence| Alcohol| Reference| Mild| Suggestive| Themes
860890,null,
254200,null,
204450,m,"Intense| Violence,| Blood| and| Gore,| Suggestive| Themes,| Strong| Language"
1203440,m,Blood| and| Gore| LanguageViolence| Interactive| Elements| Users| Interact
722730,null,
1520,null,
402840,null,
6910,m,Animated| Blood| Animated| Violence
1269820,null,
672630,null,
412830,null,
1150080,m,Fantasy| Violence| LanguageSuggestive| Themes
706020,m,Blood| Strong| Language| Violence
384020,null,
428550,null,
1019540,null,
893180,m,Blood| Partial| Nudity| Sexual| Themes| Strong| Language| Use| of| Alcohol| Violence
797400,null,
889510,m,Sexual| Themes| ViolenceStrong| Language| Partial| Nudity| In-Game| Purchases
400080,null,
300,null,
916000,m,Fantasy| Violence| Mild| Blood
50,null,
404680,null,
1022310,null,
1199120,null,
577940,m,Violence| BloodMild| Language| Mild| Suggestive| Themes
754922,null,
275690,m,Blood| and| Gore| Intense| Violence| Mature| Humor| Strong| Language
316410,m,"Blood,| Language,| Sexual| Themes,| Violence"
905340,m,Mild| Fantasy| Violence
517160,null,
47894,m,Crude| Humor| Sexual| Themes| Violence
420930,null,
680420,m,Blood| and| Gore| Intense| Violence| Strong| Language| Suggestive| Themes| Interactive| Elements| Users| Interact| In-Game| Purchases
1087270,null,
1146310,null,
806190,m,Fantasy| Violence
656240,null,
1166471,m,Blood| and| Gore| Violence
920571,m,Blood| and| Gore| Intense| Violence| Strong| Language
270150,null,
919720,m,Violence
1359650,null,
449980,null,
374301,null,
504210,m,Drug| Reference| Mild| Language
942970,null,
817550,null,
1203360,null,
384021,null,
818320,m,"Cartoon| Violence,| Crude| Humor"
324510,m,Fantasy| Violence
544390,m,Mild| Language
1135830,null,
432350,null,
609320,null,
6030,m,Violence
619680,null,
48000,null,
979060,null,
234650,null,
730618,null,
1015880,null,
1209490,null,
851890,null,
273300,m,Intense| Violence| Blood| and| Gore| Sexual| Content| NudityStrong| Language
348090,null,
1238070,m,Blood| and| Gore| Intense| Violence| Strong| Language
301640,null,
1153700,null,
709150,m,Fantasy| Violence
434030,null,
204340,null,
575720,null,
968390,null,
215100,m,Fantasy| Violence| Language
323500,null,
507490,m,Fantasy| Violence| LanguageInteractive| Elements| Users| Interact
1282550,null,
868150,m,Fantasy| Violence| Crude| Humor
1027250,m,Fantasy| Violence| Language| Mild| Blood| Use| of| Alcohol
364470,m,Violence| Blood
801670,m,"Alcohol| Reference,| Fantasy| Violence,| Mild| Language"
941570,null,
586950,null,
984110,null,
1304601,m,Blood| and| Gore| Violence
312750,m,Fantasy| Violence| Suggestive| Themes| Mild| Language| Alcohol| Reference
1255000,m,Blood| and| Gore| Violence
810500,null,
240500,null,
712190,null,
333420,null,
1137801,m,Blood| Fantasy| Violence| Mild| Language| Suggestive| Themes
214870,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
633360,m,Intense| Violence| Blood| and| Gore| Partial| Nudity| Drug| Reference| StrongLanguage
552700,m,Alcohol| Reference| Fantasy| Violence| Mild| Language| Mild| Suggestive| Themes
372360,m,Violence| Sexual| Themes| Language
808290,null,
938380,null,
1215270,null,
239120,m,"Fantasy| Violence,| Mild| Blood,| Suggestive| Themes"
1146830,m,"Mild| Blood,| Violence"
1143650,m,Violence| BloodSexual| Content| Partial| Nudity| Drug| Reference| Strong| Language
914010,null,
610080,null,
598330,null,
1003890,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language
1039890,null,
70400,null,
1252870,null,
39690,null,
566860,null,
524910,null,
10150,m,Blood| and| Gore| Intense| Violence| Strong| Language
521350,null,
849740,null,
824280,m,Interactive| Elements| In-Game| Purchases
838350,null,
1148022,null,
650000,m,"Strong| Language,| Blood| and| Gore,| Intense| Violence"
273380,null,
528550,m,Violence| BloodStrong| Language| Use| of| Alcohol| and| Tobacco
294860,null,
612900,null,
648420,null,
212301,null,
970960,null,
1107760,m,Mild| Blood| Violence
678800,m,"Blood,| Violence"
571260,null,
57690,m,Alcohol| Reference| Tobacco| Reference| Mild| Suggestive| Themes| Violence
35720,m,Animated| Blood| Fantasy| Violence
540711,null,
1330480,null,
356831,m,Fantasy| Violence| Alcohol| and| Tobacco| Reference
758330,m,Language| Mild| Suggestive| Themes| Simulated| Gambling| Use| of| Alcohol| and| Tobacco| Violence
310060,null,
738520,m,Blood| Crude| Humor| Mild| Language| Mild| Violence| Suggestive| Themes| Use| of| Alcohol| and| Tobacco
250300,null,
241600,null,
1072500,m,Mild| lyricsInteractive| Elements| Users| Interact
1054510,null,
816340,null,
512032,m,Drug| Reference| LanguageMild| Violence| Suggestive| Themes
1126200,null,
1198740,null,
1252780,null,
583010,null,
551620,null,
567810,m,Violence| Strong| Language
225640,null,
1308180,null,
636970,null,
373370,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
607890,m,Drug| Reference| Mild| Language| Partial| Nudity| Suggestive| Themes| Violence
1163590,null,
465100,null,
360940,null,
495140,m,Cartoon| Violence| Mild| Suggestive| Themes
966320,null,
728850,null,
312520,null,
487120,null,
1073320,null,
269470,null,
1025600,null,
629700,null,
1356221,null,
1184412,null,
840800,null,
594770,null,
540710,null,
303210,null,
1016790,null,
354330,null,
363680,null,
494391,m,Mild| Blood| Mild| Language| Mild| Suggestive| Themes| Violence
301320,null,
1055430,null,
1308181,null,
526060,null,
