id,age_limit,pegi_tags
452530,null,
294670,null,
462940,null,
855010,null,
260750,m,"Cartoon| Violence,| Crude| Humor,| Suggestive| Themes,| Comic| Mischief,| Mild| Violence"
1177660,null,
1194630,m,Blood| Intense| Violence| Strong| Language| Interactive| Elements| Users| Interact| In-Game| Purchases
668210,null,
218760,null,
336150,m,Simulated| Gambling
570580,m,Use| of| Alcohol| Use| of| Tobacco
363360,null,
917840,m,Fantasy| Violence| Mild| Blood| Mild| Language
1040630,null,
1209130,null,
1284880,null,
1262460,null,
1087120,m,Blood| Intense| Violence| Strong| Language
884260,null,
492140,null,
616850,null,
233740,null,
708820,null,
1085180,null,
602770,null,
25980,m,Alcohol| Reference| Fantasy| Violence| Mild| Blood
415600,null,
613190,null,
1211170,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1209532,null,
402710,null,
984220,null,
747060,m,Alcohol| Reference| Fantasy| Violence| Mild| Suggestive| Themes| Interactive| Elements| Users| Interact
1079620,null,
327400,null,
327860,null,
560940,null,
288140,null,
848030,m,Fantasy| Violence| Mild| Blood
1047220,null,
1106940,null,
1005410,m,Blood| Drug| Reference| Fantasy| Violence| Mature| Humor| Strong| Language
623340,null,
662960,null,
259740,m,Violent| References
1151110,null,
31880,m,Mild| Violence
536280,m,Mild| Blood| Mild| Language| ViolenceInteractive| Elements| Users| Interact| In-Game| Purchases
443730,m,Mild| Violence
565610,null,
1011510,null,
265300,null,
587860,null,
283980,null,
378360,null,
238260,m,Fantasy| Violence| Mild| Blood| Mild| Language| Alcohol| Reference| Suggestive| Themes
260190,null,
1056780,null,
2870,null,
793560,null,
1356411,m,Language
726110,null,
1287060,m,Blood| Mild| Language| Use| of| Alcohol| Violence
675240,null,
665330,null,
433170,null,
1260810,null,
630900,null,
605450,null,
39540,m,Blood| Fantasy| Violence| Mild| Language| Suggestive| Themes
396940,null,
512470,null,
587100,null,
792100,null,
407310,null,
212894,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
1005971,null,
640990,null,
760630,null,
501990,m,Blood| and| Gore| Strong| Sexual| Content
375530,null,
208575,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
377870,null,
32380,m,Animated| Violence
553260,null,
1356410,m,Language
960420,null,
235380,null,
668430,null,
232790,null,
775220,null,
280740,null,
1107812,null,
1087121,m,Blood| Intense| Violence| Strong| Language
530610,m,Blood| and| Gore| Intense| Violence| Strong| Language
376660,null,
366870,m,Violence| Blood| and| Gore| Language
756590,m,Fantasy| Violence| Mild| Suggestive| Themes| Use| of| Alcohol
920567,m,Blood| and| Gore| Intense| Violence| Strong| Language
770974,m,Blood| Mild| Language| Use| of| Alcohol| Violence
580710,null,
574090,m,Fantasy| Violence
988810,m,Fantasy| Violence| Crude| Humor
344450,null,
659540,null,
741430,null,
19000,m,Blood| and| Gore| Intense| Violence| LanguageSexual| Themes
998930,null,
615730,m,Mild| Violence
744190,null,
945710,null,
387290,m,Mild| Cartoon| Violence
598700,null,
547360,null,
769670,null,
293520,null,
920564,m,Blood| and| Gore| Intense| Violence| Strong| Language
13540,m,Blood| Intense| Violence| Strong| Language| Suggestive| Themes
1290250,m,Violence| Users| Interact
581300,m,Blood| Violence
1087131,m,Blood| Intense| Violence| Strong| Language
1087123,m,Blood| Intense| Violence| Strong| Language
331930,null,
322130,m,mild| Cartoon| Violence
638200,null,
36100,m,Alcohol| and| Tobacco| Reference| Mild| Cartoon| Violence| Mild| Language
970070,null,
573490,m,Fantasy| Violence
317470,null,
9710,m,Language| Suggestive| Themes| Use| of| Alcohol| Violence
594630,null,
251170,null,
221540,null,
960980,null,
638180,null,
1010670,null,
12320,m,Drug| and| Alcohol| Reference| Fantasy| Violence| LanguageMild| Blood
1085160,null,
231740,m,Alcohol| and| Tobacco| Reference| Crude| Humor| LanguageMild| Blood| Mild| Animated| Blood| Fantasy| Violence
606680,null,
3390,null,
614582,null,
988490,null,
423367,null,
609490,m,Mild| Fantasy| Violence
1230230,null,
1130620,null,
587580,null,
313780,m,Fantasy| Violence| Mild| Blood
889080,null,
8000,m,Mild| Suggestive| Themes| Violence
1211480,null,
206190,null,
1155760,null,
538100,null,
428750,m,Violence| Blood| and| Gore
619210,null,
417465,m,Blood| Drug| Reference| Strong| Language| Violence
965600,null,
1342740,null,
485030,null,
779937,m,Cartoon| Violence| Mild| Language| Mild| Suggestive| Themes
247020,null,
322770,null,
1114130,null,
1182190,null,
909080,null,
6920,m,Blood| Violence
887530,null,
251130,null,
1046660,null,
1316700,null,
702990,m,Blood| and| Gore| Intense| Violence| Strong| Language
1143850,null,
42220,m,Mild| Violence
939000,null,
1013870,null,
1196420,null,
544330,null,
224960,m,"Animated| blood,| violence"
249870,m,Cartoon| Violence| and| Comic| Mischief
1162200,m,Blood| Mild| Language| Partial| Nudity| ViolenceIn-Game| Purchases| Users| Interact
245570,null,
1256530,null,
345260,null,
304410,null,
1016860,null,
292780,null,
541640,m,Cartoon| Violence
664830,null,
39550,m,Blood| Violence
1357070,null,
360740,null,
1224020,null,
794490,null,
952080,m,Cartoon| Violence| Mild| Language| Mild| Suggestive| Themes
1253870,null,
873980,null,
366640,null,
233190,m,"Violence,| Blood,| Mild| Language,| Crude| Humor"
277740,null,
493200,m,Fantasy| Violence
1100150,null,
947300,null,
284750,null,
207350,null,
245910,m,Blood| and| Gore| Intense| Violence| LanguageSexual| Themes| Use| of| Alcohol
39530,null,
34190,m,Cartoon| Violence| Comic| Mischief| Mild| Suggestive| Themes
1174400,null,
761910,null,
440820,m,Fantasy| Violence| Mild| Blood| Mild| Language| Use| of| Alcohol| and| Tobacco| Simulated| Gambling
963450,null,
375840,null,
1084020,null,
348470,m,Mild| Suggestive| Themes| Violence
496431,null,
245390,null,
1087450,m,Cartoon| Violence| Mild| Language| Users| Interact| In-Game| Purchases
666570,null,
49600,null,
1121430,null,
900010,null,
277890,m,Mild| Fantasy| Violence| Suggestive| Themes
982110,null,
1293230,null,
1021070,null,
411000,null,
31800,m,Mild| Violence
345610,m,Violence| BloodStrong| Language| Partial| Nudity| Strong| Sexual| Content
1057271,null,
298160,null,
31930,m,Mild| Violence
1093910,null,
864730,null,
1162680,null,
1306620,null,
952540,m,Drug| Reference| Fantasy| Violence| Mild| Blood| Mild| Language| Partial| Nudity
7650,null,
220780,null,
260230,m,Violence| BloodUse| of| Alcohol| and| Tobacco
1303990,null,
410970,null,
47920,m,Mild| Suggestive| Themes| Mild| Violence
440520,null,
1202900,null,
1112470,null,
227100,null,
611370,m,Blood| Violence
920563,m,Blood| and| Gore| Intense| Violence| Strong| Language
265610,null,
1034940,null,
542590,null,
788420,null,
940710,null,
709710,null,
312290,null,
768530,m,"Blood| and| Gore,| Intense| Violence,| Nudity,| Strong| Language,| Strong| Sexual| Content,| Use| of| Alcohol"
320352,m,Blood| and| Gore| Intense| Violence| Strong| Language
873870,m,Blood| LanguageMild| Sexual| Themes| Violence
1196794,null,
555150,m,Violent| References| Mild| Language| Alcohol| and| Tobacco| Reference
320372,m,Blood| and| Gore| Intense| Violence| Strong| Language
511470,null,
811320,null,
31820,m,Mild| Violence
268870,null,
501590,m,Blood| and| Gore| Intense| Violence| Partial| Nudity| Sexual| Themes| Strong| Language| Use| of| Alcohol
600090,null,
529910,m,Blood| Violence
335350,null,
739282,m,Cartoon| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
429570,m,Blood| and| Gore| Intense| Violence| Strong| Language
1257410,null,
577230,null,
991560,m,Mild| Blood| Mild| Language| Suggestive| Themes| ViolenceInteractive| Elements| In-Game| Purchases| Users| Interact
15130,m,Violence| Comic| Mischief
381780,null,
1215180,null,
559680,m,Animated| Blood| Animated| Violence
423363,null,
580720,null,
1385730,null,
1250560,null,
470260,null,
55393,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
1205040,null,
1211174,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1087122,m,Blood| Intense| Violence| Strong| Language
527440,null,
460780,null,
1205900,null,
318970,null,
1282781,m,Blood| Strong| Language| Violence
999860,null,
457960,null,
1163070,null,
1028860,null,
207930,m,Violence
887720,m,Intense| Violence| Blood| and| Gore| Sexual| Content| NudityStrong| Language
214340,null,
1349960,null,
248330,null,
320353,m,Blood| and| Gore| Intense| Violence| Strong| Language
1194680,null,
873030,m,Fantasy| Violence| Mild| Blood
432010,null,
1088950,null,
1234190,null,
790600,null,
801440,null,
338170,null,
606971,null,
289690,m,Mild| Blood| Mild| Language| Violence
312540,null,
375900,null,
645790,null,
803830,null,
884980,null,
1278500,null,
1024460,null,
487720,m,Strong| Sexual| Content| NudityStrong| Language| Intense| Violence| Blood| and| Gore
724300,null,
1179720,null,
304030,m,Violence| BloodSexual| Themes| Partial| Nudity| Drug| Reference
943140,m,Fantasy| Violence
576770,null,
345240,null,
1098210,null,
1087424,m,Cartoon| Violence| Mild| Language| Interactive| Elements| In-Game| Purchases| Users| Interact
282590,null,
1296260,null,
200940,null,
441830,m,Fantasy| Violence| Alcohol| Reference| Mild| Language
31890,m,Mild| Violence
427760,null,
273570,null,
880220,null,
275180,m,Fantasy| Violence
1247370,null,
461249,null,
221640,null,
592373,m,Crude| Humor| Mild| Blood| Mild| Language| Suggestive| Themes| Violence
12130,m,Strong| Language| Intense| Violence| Blood| and| Gore
245450,null,
258648,null,
1205600,null,
911220,null,
40400,null,
726840,null,
247660,m,Blood| Intense| Violence| Partial| Nudity| Suggestive| Themes
1098170,null,
433280,null,
570960,m,Fantasy| Violence
577480,null,
1133580,null,
929270,null,
7610,m,Alcohol| Reference
555050,null,
792660,null,
556740,null,
325180,null,
1087428,m,Cartoon| Violence| Mild| Language| Users| Interact| In-Game| Purchases
1035020,m,"Animated| blood,| Crude| Humor"
404250,null,
342310,null,
593030,null,
1196784,null,
1118380,null,
1058390,null,
425720,null,
1017510,null,
1019250,null,
222420,null,
224580,m,Blood| Strong| Language| Violence
230070,null,
582540,null,
897030,null,
1098370,m,Partial| Nudity| Sexual| Themes| Language
1198462,null,
279800,null,
380150,m,Violence| Blood| and| Gore| Suggestive| Themes| Strong| Language
1244040,null,
410890,null,
617100,null,
1070550,null,
1084430,null,
657424,null,
1168880,null,
551370,null,
647570,m,Violence| BloodStrong| Language
877810,null,
786520,null,
55382,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
899970,null,
563190,m,"Comic| Mischief,| Mild| Cartoon| Violence,| Mild| Language"
358470,null,
1135432,m,Mild| Lyrics| Mild| Violence
708880,null,
354290,null,
285740,null,
3730,m,Animated| Blood| and| Gore| Animated| Violence| Strong| Language
356650,null,
36180,null,
279623,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
251950,m,Violence| Blood
208520,null,
997330,null,
988170,null,
420490,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language| Suggestive| Themes
909150,null,
273070,null,
920560,m,Blood| and| Gore| Intense| Violence| Strong| Language
247350,null,
445800,null,
353580,m,Blood| Mild| Sexual| Themes| Strong| Language| Violence
930780,null,
513730,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
717850,null,
271360,null,
458730,null,
889480,m,Mild| Fantasy| Violence| Mild| Language
984610,null,
249990,m,Violence| Mild| Language| Blood| and| Gore
836812,m,Mild| Language| Suggestive| Themes| Violence
1106170,null,
1122400,null,
1216880,null,
350310,m,Alcohol| Reference| Mild| Language| Mild| Suggestive| Themes| Violence
233290,m,Blood| Intense| Violence| Strong| Language| Use| of| Alcohol
1004490,null,
397900,null,
512460,null,
788430,null,
207320,null,
413710,null,
388750,null,
1112930,null,
11140,null,
527450,null,
1135434,m,Mild| Lyrics| Mild| Violence
746710,null,
364820,null,
592374,m,Crude| Humor| Mild| Blood| Mild| Language| Suggestive| Themes| Violence
46500,m,Mild| Language| Use| of| Alcohol
726560,null,
589780,null,
447120,null,
1313,null,
100980,null,
916730,null,
301980,m,"Alcohol| Reference,| Mild| Language,| Simulated| Gambling,| Violence"
269030,null,
665100,null,
554600,null,
646200,null,
376932,null,
945680,null,
15080,m,Cartoon| Violence| Comic| Mischief
560941,null,
406870,null,
732370,null,
263300,null,
1375870,null,
592030,m,Violence| BloodUse| of| Tobacco
1234520,null,
839870,null,
676500,null,
366240,null,
584141,null,
227600,null,
233840,m,"Fantasy| Violence,| Crude| Humour,| Mild| Language."
25830,null,
234270,null,
1236360,null,
687260,m,Violence| Blood| and| Gore| Sexual| Themes| Strong| Language
948640,null,
228760,null,
33600,m,Animated| Blood| Animated| Violence| Mild| Language
1019940,null,
285110,null,
885270,null,
301970,m,Fantasy| Violence
489940,null,
792040,null,
788270,m,Fantasy| Violence| Mild| Blood| Alcohol| Reference
827240,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
257750,null,
395260,null,
1234220,null,
798510,m,Cartoon| Violence| Mild| Language| Suggestive| Themes
1094870,null,
983350,null,
331870,m,Fantasy| Violence
455820,m,Blood| ViolenceMild| Language| Use| of| Alcohol
485610,null,
936160,m,Fantasy| Violence| LanguageSexual| Themes| Use| of| Alcohol
741140,null,
488920,m,Violence
560430,m,Violence
55394,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Content| Strong| Language
550340,null,
1200344,null,
1303660,null,
920561,m,Blood| and| Gore| Intense| Violence| Strong| Language
832770,null,
1114561,m,Crude| Humor| Mild| Blood| Mild| Language| Suggestive| Themes| Violence
647740,null,
1321270,null,
1353420,null,
698260,null,
1210250,null,
578900,null,
207620,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
842140,null,
704300,null,
1038250,null,
1220370,null,
1049280,null,
282050,m,Mild| Suggestive| Themes
207170,null,
496810,m,Fantasy| Violence| LanguageSuggestive| Themes
1233371,null,
874240,null,
47895,m,Crude| Humor| Sexual| Themes| Violence
505170,null,
37700,m,Blood| Strong| Language| Violence
221810,m,Blood| Fantasy| Violence
1009450,null,
896680,m,Alcohol| Reference| Fantasy| Violence| Mild| Language| Mild| Suggestive| Themes
268990,m,Violence| Blood| and| Gore
358142,m,Partial| Nudity| Sexual| Themes| Violence
225300,null,
446000,null,
1246400,null,
331160,m,Comic| Mischief
1152310,m,Fantasy| Violence| Mild| Language| Mild| Suggestive| Themes| Use| of| Alcohol
1164750,null,
844380,null,
455572,m,Blood| Drug| Reference| Strong| Language| Violence
428730,null,
801980,m,"Blood| and| Gore,| Intense| Violence,| Nudity,| Strong| Language,| Strong| Sexual| Content,| Use| of| Alcohol"
938220,null,
1335240,null,
459370,m,Fantasy| Violence
841770,null,
767390,null,
272510,m,Mild| Blood| Mild| Language| Suggestive| Themes| Violence
1004770,null,
1208770,null,
756071,null,
1379220,null,
225833,m,Blood| and| Gore| Intense| Violence| LanguageSexual| Themes| Use| of| Alcohol
359100,m,Mild| Language
1316390,null,
321060,null,
71260,m,Mild| Fantasy| Violence| Suggestive| Themes
6850,m,Animated| Violence| Strong| Sexual| Content| Animated| Blood
1209150,null,
716640,null,
588160,null,
228300,m,"Blood,| Partial| nudity,| Strong| language,| | Violence."
984180,null,
697860,null,
779939,m,Cartoon| Violence| Mild| Language| Mild| Suggestive| Themes
6300,m,Blood| Strong| Violence| Suggestive| Themes| Violence
851280,null,
1309290,null,
443691,null,
1334000,null,
555000,null,
422760,null,
325260,null,
322930,null,
1023700,null,
307670,null,
1141960,null,
236150,null,
976920,null,
474750,null,
733460,null,
1210870,m,Violence| Users| Interact
13250,null,
344850,null,
1224341,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language| Suggestive| Themes| Use| of| Alcohol| Interactive| Elements| Users| Interact| In-Game| Purchases
1302800,null,
1079210,null,
303310,null,
11190,m,Mild| Blood| Mild| Language| Sexual| Themes| Use| of| Alcohol| and| Tobacco| Violence
836811,m,Mild| Language| Suggestive| Themes| Violence
559610,null,
570840,null,
1300700,null,
1078200,null,
290790,m,Violence| Blood
415480,m,Fantasy| Violence| LanguagePartial| Nudity| Sexual| Themes
955060,null,
435530,null,
223595,m,Crude| Humor| Sexual| Themes| Violence
933860,null,
880950,null,
702110,null,
1015770,null,
48110,m,Alcohol| Reference| Comic| Mischief| Mild| Language| Violence
248310,m,Fantasy| Violence
882710,null,
1138400,null,
1209531,null,
225830,m,Blood| and| Gore| Intense| Violence| LanguageSexual| Themes| Use| of| Alcohol
912570,null,
777150,null,
417463,m,Blood| Drug| Reference| Strong| Language| Violence
317820,null,
1081610,null,
929060,null,
1212080,m,Alcohol| Reference| Fantasy| Violence| Blood
623090,null,
1356733,m,"Violence,| Blood"
685690,null,
292910,null,
1135435,m,Mild| Lyrics| Mild| Violence
1321230,null,
248570,null,
211340,null,
1091680,m,Blood| Strong| Language| Violence
47931,m,Crude| Humor| Sexual| Themes| Violence
534550,m,Fantasy| Violence| Mild| Language| Alcohol| Reference
1071130,null,
658620,null,
809890,m,Fantasy| Violence| LanguagePartial| Nudity| Suggestive| Themes| Use| of| Alcohol
842810,null,
636100,m,Fantasy| Violence| Blood
284850,null,
668350,null,
587110,null,
861872,m,Blood| Mild| Language| Use| of| Alcohol| Violence
427490,null,
602320,null,
1152090,null,
1051620,null,
977460,null,
820630,m,Blood| ViolenceMild| Language
336140,null,
1129920,null,
359220,null,
402130,m,Lyrics| Violence
936490,null,
697440,null,
1150031,m,Fantasy| Violence| Alcohol| Reference
40393,m,Blood| Strong| Language| Use| of| Alcohol| Violence
819790,null,
1058190,null,
1030500,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Alcohol
730310,m,Alcohol| Reference| Mild| Language| ViolenceInteractive| Elements| Users| Interact
254480,m,"Blood| and| Gore,Drug| Reference,Mild| Sexual| Themes,Violence"
828740,null,
240300,null,
421050,null,
921060,null,
1093400,null,
398170,null,
301650,null,
1297160,null,
374500,m,Fantasy| Violence| Mild| Blood
266130,null,
583470,null,
378610,m,Blood| Violence
1292020,null,
364390,null,
508403,m,"Cartoon| violence,| Mild| blood,| Mild| language,| Mild| Suggestive| Themes"
709440,m,Fantasy| Violence
1086850,null,
91100,null,
1152320,m,Fantasy| Violence| Mild| Language| Partial| Nudity
1146510,null,
1051960,null,
684850,null,
762650,null,
740160,m,Cartoon| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
685680,null,
1108461,m,Cartoon| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
1055290,null,
684851,null,
427880,null,
861870,m,Blood| Mild| Language| Use| of| Alcohol| Violence
846030,null,
355680,m,Fantasy| Violence| Mild| Language
1510,null,
373770,null,
215160,null,
254960,m,"Blood,| Violence"
1149710,null,
617670,null,
1210610,null,
405130,null,
1017030,null,
549070,m,Fantasy| violenceMild| Language
571720,m,Suggestive| Themes| Mild| Language| Use| of| Tobacco| Comic| Mischief| Cartoon| Violence
762174,m,Blood| Mild| Language| Use| of| Alcohol| Violence
377670,null,
706560,null,
1116310,null,
350110,null,
361990,null,
736570,null,
215530,m,Blood| Violence
975360,m,Blood| and| Gore| LanguageMild| Suggestive| Themes| Use| of| Alcohol| Violence
741150,null,
750310,m,"Mild| Language,| Suggestive| Themes,| Violence| Online| Interactions| Not| Rated| by| the| ESRB"
1183030,null,
1161650,null,
680320,null,
1105890,null,
209460,m,"Blood| &| Gore,| Strong| Language,| Intense| Violence"
345820,m,Fantasy| Violence| Suggestive| Themes
874344,m,Blood| Mild| Language| Partial| Nudity| ViolenceIn-Game| Purchases| Users| Interact
385560,m,Violence| Mild| Language
232750,null,
850450,null,
388471,null,
770973,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1229320,m,Blood| and| Gore| Intense| Violence| NudityStrong| Language| Strong| Sexual| Content| Use| of| Alcohol
353540,null,
1162601,m,Crude| Humor| Mild| Blood| Mild| Language| Suggestive| Themes| Violence
1056750,null,
981880,null,
897930,null,
937580,null,
377950,m,Fantasy| Violence| Mild| Blood| Mild| Language
401635,m,Blood| LanguageSuggestive| Themes| Violence
11040,null,
868420,m,Blood| Intense| Violence| Strong| Language
20550,m,Violence| Blood| and| Gore
707580,null,
935580,null,
571880,null,
801480,null,
386880,null,
1110890,null,
1930,m,Blood| and| Gore| Violence
770810,null,
874310,m,Blood| and| Gore| Violence
892990,null,
522120,m,Violence
556640,null,
565170,null,
1182000,m,Violence| Blood| and| Gore| LanguageSexual| Themes| Use| of| Drugs
698540,null,
512490,null,
550060,null,
237890,null,
40392,m,Blood| Strong| Language| Use| of| Alcohol| Violence
542050,m,Partial| Nudity| Crude| Humor| Use| of| Tobacco
1275350,null,
920562,m,Blood| and| Gore| Intense| Violence| Strong| Language
208730,null,
915600,null,
1058380,null,
1171270,null,
1045620,m,Fantasy| Violence| Mild| Language| Mild| Suggestive| Themes| Use| of| Alcohol
400170,null,
325723,null,
1287059,m,Blood| Mild| Language| Use| of| Alcohol| Violence
489360,null,
224920,m,"Animated| Blood,| Animated| Violence"
452440,null,
976180,null,
32660,m,Blood| Violence
979920,null,
785910,null,
537630,null,
981750,null,
878463,m,Crude| Humor| Mild| Blood| Mild| Language| Suggestive| Themes| Violence
266210,null,
755410,null,
1299120,null,
1117310,null,
247297,null,
529930,m,Blood| and| Gore| Intense| Violence| Strong| Language
1063790,null,
740080,null,
394310,null,
28000,m,Blood| Drug| Reference| Intense| Violence| Partial| Nudity| Strong| Language
1352020,null,
970640,null,
779934,m,Cartoon| Violence| Mild| Language| Mild| Suggestive| Themes
314710,m,Cartoon| Violence
298610,null,
1600,m,Violence
646500,null,
364420,null,
1063490,null,
430070,null,
1238871,m,Blood| and| Gore| Intense| Violence| Strong| Language
1211206,m,Blood| Mild| Language| Use| of| Alcohol| Violence
572710,m,Mild| Violence
472870,null,
39510,m,Blood| Sexual| Themes| Use| of| Drugs| Violence
232970,m,Violence| BloodStrong| Language
210902,null,
936530,null,
386260,null,
858240,null,
1042780,null,
1178460,null,
855640,null,
722960,null,
247303,null,
765890,null,
453340,null,
376980,null,
664750,null,
690140,null,
763100,null,
479010,null,
8140,m,"Blood,Mild| Language,Mild| Suggestive| Themes,Violence"
1143853,null,
1020270,null,
662350,m,"Blood| &| gore,| drug| reference,| intense| violence,| nudity,| sexual| content,| strong| language,| alcohol| usage"
610703,null,
494740,m,Animated| Violence| Mild| Language| Suggestive| Themes
1241510,null,
1117140,null,
1181990,m,"Intense| violence,| blood,| strong| language,| suggestive| themes,| simulated| gambling"
377520,null,
1026820,null,
24870,m,Mild| Violence
836810,m,Mild| Language| Suggestive| Themes| Violence
1158470,null,
399620,m,Blood| Use| of| Tobacco| Violence
752450,null,
940310,null,
1242740,m,Blood| Mild| Language| Use| of| Alcohol| Violence
570090,null,
261470,null,
845030,null,
1141290,null,
379564,null,
32650,m,Blood| Violence
871900,null,
486310,null,
896460,null,
1097420,null,
398915,m,Fantasy| Violence| Mild| Blood| Alcohol| Reference
336610,null,
496490,null,
1231950,null,
208811,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
944010,null,
814110,null,
949600,null,
525030,null,
474763,null,
395200,null,
813390,m,Blood| LanguageMild| Sexual| Themes| Violence
799240,null,
539400,null,
1325790,m,Intense| Violence| Blood| and| Gore| Drug| Reference| Strong| Language
1130560,null,
389570,null,
1089790,null,
643590,null,
1289390,null,
649600,null,
1025250,null,
559620,m,Animated| Violence
450500,null,
597840,null,
531680,null,
408930,null,
24670,null,
33520,null,
373340,m,Blood| Sexual| Themes| Strong| Language| Violence
960832,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Drugs| and| Alcohol| Users| Interact| In-Game| Purchases
763699,m,Blood| Mild| Language| Use| of| Alcohol| Violence
372800,null,
6510,m,Animated| Blood| Mild| Language| Violence
1237610,m,Online| Interactivity
991773,null,
540840,m,Fantasy| Violence
225320,m,"Blood,| violence"
65730,m,Blood| LanguageViolence
387340,m,Fantasy| violenceMild| languagePartial| nuditySuggestive| themes
313102,m,Blood| LanguageSuggestive| Themes| Violence
1123650,null,
686360,null,
331750,m,Mild| Cartoon| Violence
47896,m,Crude| Humor| Sexual| Themes| Violence
534370,null,
1074620,null,
871650,null,
619580,m,Blood| Drug| Reference| Sexual| Themes| ViolenceStrong| Language
409210,null,
260210,m,Intense| Violence| BloodSuggestive| Themes| LanguageCrude| Humor
347170,null,
862450,null,
493540,m,Fantasy| Violence| LanguageCrude| Humor
508260,null,
613260,m,Blood| Drug| Reference| Sexual| Themes| ViolenceStrong| Language
959890,null,
220160,m,Mild| Violence
998550,null,
497850,null,
1094000,null,
464590,null,
340150,null,
711681,m,Blood| and| Gore| LanguageMild| Suggestive| Themes| Use| of| Alcohol| Violence
233680,null,
704510,null,
1347920,null,
499660,null,
428880,null,
1212620,null,
111600,null,
1102380,null,
413370,m,Blood| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Themes| Strong| Language| Use| of| Alcohol
491530,null,
844040,null,
730050,null,
2290,m,Blood| GoreAnimated| Violence
520720,null,
985260,null,
668360,null,
1167330,null,
47899,m,Crude| Humor| Sexual| Themes| Violence
1144640,m,Mild| Language| Suggestive| Themes| ViolenceInteractive| Elements| In-Game| Purchases
249181,m,Crude| Humor| Sexual| Themes| Violence
224300,m,"Blood| and| Gore,| Intense| Violence"
1233270,null,
496760,m,Mature| Sexual| Themes| Realistic| Blood| and| Gore| Strong| Language
98800,null,
654500,null,
935880,null,
358750,null,
1065940,null,
943150,null,
609110,null,
462260,null,
1105370,null,
364800,null,
627350,null,
542160,null,
879240,null,
699780,null,
203350,null,
493720,null,
684580,null,
1126270,null,
1048874,null,
348300,null,
819500,null,
1185820,null,
746560,null,
619570,m,Blood| Drug| Reference| Sexual| Themes| ViolenceStrong| Language
710710,null,
223220,m,Mild| Fantasy| Violence
941973,m,Blood| Partial| Nudity| Strong| Language| Violence
745880,null,
469800,null,
233130,null,
992640,m,Violence| Blood
353090,null,
313630,m,Violence| Blood
1195020,null,
486720,null,
551770,m,Violence| Blood
648890,null,
819020,null,
882790,null,
912450,null,
906120,null,
644290,m,Violence| BloodPartial| Nudity
480640,null,
1036440,null,
270450,null,
1169040,null,
11610,null,
6900,m,Animated| Blood| Animated| Violence| Strong| Sexual| Content
589040,null,
1292770,null,
821940,m,Blood| and| Gore| NuditySexual| Themes| Strong| Language| Violence
606730,m,"Fantasy| Violence,| Sexual| Themes,| Strong| Language"
1232520,null,
617090,null,
776490,null,
1003400,null,
547760,null,
877850,null,
330070,null,
1092291,m,Blood| LanguageSexual| Themes| ViolenceUsers| Interact| In-Game| Purchases
1083190,null,
835650,null,
1069740,null,
373650,null,
936780,null,
203776,null,
730720,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
384030,null,
46510,m,Mild| Language
297130,m,Blood| Fantasy| Violence| Drug| Reference
435030,null,
941950,m,Blood| Partial| Nudity| Strong| Language| Violence
842780,null,
588950,null,
630140,null,
442780,m,Violence| Blood| and| Gore
541450,m,Blood| and| Gore| LanguageSuggestive| Themes| Violence
260730,m,Animated| Violence
995960,m,Violence
683940,null,
508402,m,Cartoon| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
331920,null,
1148510,null,
740142,m,Cartoon| Violence| Mild| Blood| Mild| Language| Mild| Suggestive| Themes
7760,m,Mild| Animated| Violence
961150,null,
908070,null,
243930,m,Blood| Strong| Language| Suggestive| Themes| Violence
576030,null,
1379222,null,
795100,m,Violence| Blood| and| Gore| Drug| Reference
1096560,null,
6220,null,
326340,null,
799640,null,
357330,null,
343460,null,
828900,null,
1310460,null,
1048879,null,
532270,null,
1127070,null,
1094960,null,
435120,null,
591983,null,
7210,m,Mild| Violence| Use| of| Drugs
1211209,m,Blood| Mild| Language| Use| of| Alcohol| Violence
12500,null,
